,Intensidad,Magnitud,GAP
2857,1.0,4.4,106.0
2858,1.0,4.4,102.0
2859,1.0,4.9,27.0
2860,1.0,5.4,59.0
2861,1.0,4.2,69.0
2862,1.0,4.2,130.0
2863,1.0,4.2,155.0
2864,1.0,4.2,116.0
2865,1.0,4.2,85.0
2866,1.0,4.2,101.0
2867,1.0,4.2,109.0
2868,1.0,4.2,113.0
2869,1.0,4.2,68.0
2870,1.0,4.2,116.0
2871,1.0,4.7,60.0
2872,1.0,4.7,69.0
2873,1.0,4.7,42.0
2874,1.0,4.7,76.0
2875,1.0,5.6,42.0
2876,1.0,5.4,38.0
2877,3.4,4.8,61.0
2878,3.4,4.8,53.3
2879,3.4,4.6,63.0
2880,3.4,4.6,113.0
2881,3.4,6.1,9.5
2882,3.4,4.9,46.0
2883,5.3,6.5,26.0
2884,5.3,7.1,14.2
2885,3.8,4.5,55.0
2886,3.8,5.5,18.0
2887,3.8,4.8,103.0
2888,3.8,4.1,155.0
2889,4.1,5.5,30.0
2890,4.1,4.9,55.0
2891,4.1,4.7,66.0
2892,2.2,4.5,61.0
2893,2.2,4.5,45.0
2894,2.2,4.3,108.0
2895,2.2,3.3,120.0
2896,2.2,4.9,112.0
2897,2.2,4.2,94.0
2898,2.2,4.2,90.0
2899,2.2,5.7,29.0
2900,2.7,6.1,24.7
2901,3.1,4.5,128.0
2902,3.1,4.3,101.0
2903,3.1,4.3,121.0
2904,3.1,5.3,24.0
2905,3.1,4.1,99.0
2906,3.1,5.6,65.0
2907,3.1,4.9,92.4
2908,3.1,6.4,21.0
2909,3.1,5.1,97.0
2910,5.1,6.8,10.8
2911,5.8,4.4,77.0
2912,6.1,5.2,61.0
2913,2.0,4.5,84.0
2914,2.0,4.4,97.0
2915,2.0,4.4,49.0
2916,5.0,4.9,67.6
2917,5.0,4.9,118.6
2918,1.0,4.0,79.0
2919,1.0,4.0,113.0
2920,1.0,4.0,58.0
2921,1.0,4.5,79.0
2922,1.0,4.3,79.0
2923,1.0,4.3,82.0
2924,1.0,4.1,97.0
2925,1.0,4.1,83.0
2926,1.0,4.6,59.0
2927,1.0,4.6,74.0
2928,1.0,4.4,81.0
2929,1.0,4.4,80.0
2930,1.0,4.4,176.0
2931,1.0,4.2,82.0
2932,1.0,4.2,90.0
2933,1.0,4.2,138.0
2934,1.0,4.2,108.0
2935,1.0,4.2,82.0
2936,3.4,4.8,72.0
2937,3.4,5.4,39.0
2938,4.3,5.0,45.7
2939,4.8,5.9,27.0
2940,4.1,4.9,55.0
2941,2.2,4.5,73.0
2942,2.2,4.3,76.0
2943,2.7,4.0,106.0
2944,2.7,4.4,70.0
2945,2.7,5.7,23.9
2946,2.7,4.5,74.0
2947,5.4,5.3,55.0
2948,3.1,4.5,67.9
2949,3.1,5.9,47.0
2950,3.1,4.7,46.0
2951,3.1,4.7,53.0
2952,7.0,6.4,33.0
2953,4.1,5.8,18.4
2954,4.9,4.5,44.0
2955,3.7,5.0,109.0
2956,5.2,5.5,15.3
2957,5.7,5.5,47.7
2958,6.8,6.0,51.0
2959,5.2,6.0,14.0
2960,5.8,6.5,27.0
2961,5.5,5.3,29.0
2962,7.1,6.3,32.0
2963,8.5,7.3,29.0
2964,2.1,4.6,105.0
2965,4.9,4.6,114.0
2966,4.0,4.6,116.9
2967,5.9,5.1,55.0
2968,5.2,5.1,71.6
2969,7.3,5.1,31.8
2970,7.1,6.6,10.1
2971,6.8,5.4,120.0
2972,7.1,5.4,45.0
2973,7.3,5.9,25.2
2974,5.5,5.9,13.4
2975,8.6,6.9,10.0
2976,4.9,5.2,45.5
2977,5.2,5.7,18.4
2978,2.0,4.5,97.0
2979,2.0,4.5,118.0
2980,2.0,4.5,135.0
2981,2.0,4.5,116.0
2982,2.0,4.5,121.0
2983,2.0,4.3,105.0
2984,2.0,4.3,151.0
2985,2.0,5.3,51.0
2986,2.0,4.6,118.0
2987,2.0,4.6,154.0
2988,2.0,4.6,138.0
2989,2.0,4.6,134.0
2990,2.0,4.6,142.0
2991,2.0,4.6,147.0
2992,2.0,4.6,123.0
2993,2.0,4.6,43.7
2994,2.0,5.1,106.0
2995,2.0,4.4,142.0
2996,2.0,4.4,134.0
2997,2.0,4.9,124.0
2998,2.0,4.9,128.0
2999,2.0,4.9,146.0
3000,2.0,5.4,89.0
3001,2.0,5.4,38.0
3002,2.0,4.7,135.0
3003,2.0,5.7,27.0
3004,2.5,4.8,98.0
3005,5.0,5.5,22.6
3006,5.0,5.4,32.0
3007,5.0,5.2,49.4
3008,5.0,5.7,12.9
3009,6.0,5.5,22.9
3010,6.0,5.1,55.0
3011,6.0,5.6,58.0
3012,1.0,4.0,142.0
3013,1.0,4.0,125.0
3014,1.0,4.5,133.0
3015,1.0,4.5,135.0
3016,1.0,4.5,146.0
3017,1.0,4.5,127.0
3018,1.0,4.5,134.0
3019,1.0,4.5,127.0
3020,1.0,4.5,118.0
3021,1.0,4.5,123.0
3022,1.0,4.5,125.0
3023,1.0,4.5,143.0
3024,1.0,4.5,134.0
3025,1.0,4.5,138.0
3026,1.0,4.5,131.0
3027,1.0,4.3,128.0
3028,1.0,4.3,169.0
3029,1.0,4.3,124.0
3030,1.0,4.3,153.0
3031,1.0,4.3,124.0
3032,1.0,4.3,135.0
3033,1.0,4.3,120.0
3034,1.0,4.3,135.0
3035,1.0,4.3,180.0
3036,1.0,4.3,163.0
3037,1.0,4.3,128.0
3038,1.0,4.8,127.0
3039,1.0,4.8,100.0
3040,1.0,4.8,127.0
3041,1.0,4.1,157.0
3042,1.0,4.1,166.0
3043,1.0,4.1,149.0
3044,1.0,4.1,178.0
3045,1.0,4.1,129.0
3046,1.0,4.6,139.0
3047,1.0,4.6,128.0
3048,1.0,4.6,146.0
3049,1.0,4.6,62.0
3050,1.0,4.6,120.0
3051,1.0,4.6,136.0
3052,1.0,4.6,156.0
3053,1.0,4.6,90.0
3054,1.0,4.6,113.0
3055,1.0,4.4,135.0
3056,1.0,4.4,95.0
3057,1.0,4.4,136.0
3058,1.0,4.4,140.0
3059,1.0,4.4,119.0
3060,1.0,4.4,75.0
3061,1.0,4.4,119.0
3062,1.0,4.4,135.0
3063,1.0,4.4,83.0
3064,1.0,4.4,70.0
3065,1.0,4.4,155.0
3066,1.0,4.4,163.0
3067,1.0,4.4,135.0
3068,1.0,4.4,136.0
3069,1.0,4.4,126.0
3070,1.0,4.4,129.0
3071,1.0,4.4,135.0
3072,1.0,4.4,130.0
3073,1.0,4.4,128.0
3074,1.0,4.2,136.0
3075,1.0,4.2,127.0
3076,1.0,4.2,172.0
3077,1.0,4.2,155.0
3078,1.0,4.2,128.0
3079,1.0,4.2,142.0
3080,1.0,4.2,112.0
3081,1.0,4.2,143.0
3082,1.0,4.2,122.0
3083,1.0,4.2,146.0
3084,1.0,4.7,128.0
3085,1.0,4.7,129.0
3086,1.0,4.7,134.0
3087,1.0,4.7,119.0
3088,1.0,4.7,118.0
3089,1.0,4.7,127.0
3090,1.0,4.7,90.0
3091,1.0,4.7,70.0
3092,1.0,4.7,115.0
3093,1.0,4.7,127.0
3094,3.4,4.5,99.0
3095,3.4,4.5,95.1
3096,3.4,5.0,117.0
3097,3.4,5.0,110.0
3098,3.4,5.0,117.0
3099,3.4,5.3,46.0
3100,3.4,5.3,32.8
3101,3.4,4.6,104.9
3102,3.4,4.6,93.8
3103,3.4,5.1,50.0
3104,3.4,5.1,53.0
3105,3.4,5.1,46.6
3106,3.4,5.1,120.5
3107,3.4,4.9,115.0
3108,3.4,4.9,105.0
3109,3.4,4.9,61.0
3110,3.4,4.9,119.0
3111,3.4,5.9,32.2
3112,3.4,4.2,111.0
3113,3.4,4.7,97.0
3114,3.4,4.7,117.0
3115,3.4,4.7,128.3
3116,3.4,5.2,88.0
3117,3.4,5.2,40.7
3118,3.4,5.7,52.0
3119,3.9,5.2,88.0
3120,4.3,5.3,17.0
3121,4.3,5.3,44.2
3122,4.3,5.8,31.8
3123,4.3,5.1,63.0
3124,4.3,5.6,60.0
3125,4.3,5.6,13.0
3126,4.3,5.6,71.7
3127,4.3,6.1,32.3
3128,4.3,4.9,78.0
3129,4.3,5.4,74.0
3130,4.3,5.2,60.7
3131,4.8,5.0,64.4
3132,4.8,4.8,96.0
3133,4.8,5.3,45.9
3134,4.8,5.6,23.6
3135,4.8,6.1,21.0
3136,4.8,4.9,115.0
3137,4.8,5.2,58.0
3138,4.8,5.2,66.3
3139,5.3,5.0,102.4
3140,5.3,6.5,9.0
3141,5.3,5.1,51.0
3142,5.3,5.1,65.0
3143,5.3,5.6,51.0
3144,5.3,5.6,35.8
3145,5.3,4.7,137.0
3146,5.3,5.2,24.0
3147,3.3,4.8,115.0
3148,3.3,4.6,138.0
3149,3.3,4.6,140.0
3150,3.3,5.1,109.5
3151,3.8,5.0,29.0
3152,3.8,5.0,93.3
3153,3.8,5.0,73.0
3154,3.8,5.0,45.2
3155,3.8,5.0,94.6
3156,3.8,5.5,33.0
3157,3.8,5.5,48.0
3158,3.8,5.5,80.0
3159,3.8,4.3,150.7
3160,3.8,4.8,73.0
3161,3.8,4.8,75.0
3162,3.8,4.8,94.0
3163,3.8,5.3,37.0
3164,3.8,4.6,124.0
3165,3.8,4.6,96.9
3166,3.8,6.1,31.7
3167,3.8,4.9,94.0
3168,3.8,4.9,101.0
3169,3.8,4.9,67.1
3170,3.8,5.9,43.8
3171,3.8,4.7,72.0
3172,3.8,4.7,97.6
3173,3.8,4.7,92.6
3174,3.8,5.2,39.0
3175,4.1,5.0,40.0
3176,4.1,5.5,31.6
3177,4.1,5.3,46.0
3178,4.1,5.3,45.0
3179,4.1,5.8,39.0
3180,4.1,5.1,86.0
3181,4.1,4.9,54.0
3182,4.1,5.4,19.0
3183,4.1,5.4,46.0
3184,4.1,5.2,60.0
3185,4.1,5.2,59.0
3186,4.1,5.2,45.3
3187,4.1,5.2,46.3
3188,4.6,4.8,84.4
3189,4.6,5.1,80.0
3190,4.6,5.4,68.0
3191,4.6,5.9,19.0
3192,4.6,5.2,44.4
3193,4.6,5.2,39.5
3194,4.6,5.2,58.7
3195,5.6,5.8,24.3
3196,5.6,5.6,40.0
3197,5.6,5.2,89.6
3198,2.2,4.5,128.0
3199,2.2,5.0,60.0
3200,2.2,4.8,130.0
3201,2.2,5.3,83.0
3202,2.2,4.6,143.0
3203,2.2,4.6,115.0
3204,2.2,4.6,82.0
3205,2.2,4.6,116.0
3206,2.2,4.6,64.0
3207,2.2,4.6,98.0
3208,2.2,4.6,118.6
3209,2.2,4.6,116.0
3210,2.2,4.4,138.0
3211,2.2,4.4,118.0
3212,2.2,4.9,125.0
3213,2.2,4.9,113.0
3214,2.2,4.9,64.1
3215,2.2,4.7,120.0
3216,2.2,4.7,124.0
3217,2.2,4.7,138.0
3218,2.2,4.7,116.0
3219,2.2,4.7,67.8
3220,2.7,4.5,98.0
3221,2.7,4.5,128.0
3222,2.7,4.5,103.0
3223,2.7,4.5,109.0
3224,2.7,4.5,116.0
3225,2.7,5.0,141.0
3226,2.7,5.0,77.0
3227,2.7,5.0,99.0
3228,2.7,4.3,147.0
3229,2.7,4.3,147.0
3230,2.7,4.8,126.0
3231,2.7,4.8,94.0
3232,2.7,4.8,116.0
3233,2.7,4.8,134.0
3234,2.7,4.8,136.0
3235,2.7,4.8,129.0
3236,2.7,4.8,121.0
3237,2.7,4.8,93.0
3238,2.7,6.3,32.3
3239,2.7,4.6,100.0
3240,2.7,4.6,97.0
3241,2.7,4.6,116.0
3242,2.7,4.6,64.7
3243,2.7,5.1,43.0
3244,2.7,5.1,24.0
3245,2.7,5.1,62.0
3246,2.7,5.1,43.0
3247,2.7,5.1,115.0
3248,2.7,4.4,110.0
3249,2.7,4.4,103.0
3250,2.7,4.4,140.0
3251,2.7,4.4,131.0
3252,2.7,4.4,131.0
3253,2.7,4.4,129.0
3254,2.7,4.4,104.7
3255,2.7,4.9,91.0
3256,2.7,4.9,124.0
3257,2.7,4.9,123.0
3258,2.7,4.9,120.1
3259,2.7,4.2,134.0
3260,2.7,4.7,88.0
3261,2.7,4.7,89.0
3262,5.4,6.3,17.1
3263,5.4,5.9,28.0
3264,5.4,5.7,52.0
3265,5.4,5.7,19.8
3266,5.4,6.2,10.0
3267,3.1,4.5,121.0
3268,3.1,4.5,101.3
3269,3.1,4.5,129.0
3270,3.1,5.0,55.0
3271,3.1,5.0,114.0
3272,3.1,4.3,128.0
3273,3.1,4.3,123.0
3274,3.1,4.8,125.0
3275,3.1,4.8,106.0
3276,3.1,4.6,120.0
3277,3.1,4.6,138.0
3278,3.1,4.6,126.0
3279,3.1,4.6,115.0
3280,3.1,4.6,128.0
3281,3.1,5.1,70.9
3282,3.1,5.1,80.0
3283,3.1,6.1,15.7
3284,3.1,5.4,40.0
3285,3.1,5.4,27.0
3286,3.1,4.7,135.0
3287,3.1,4.7,123.0
3288,3.1,5.2,68.2
3289,3.6,6.0,44.7
3290,3.6,4.8,111.1
3291,3.6,5.3,47.0
3292,3.6,5.3,55.5
3293,3.6,4.9,90.0
3294,4.2,5.0,123.0
3295,3.4,4.6,63.0
3296,3.4,5.1,60.3
3297,6.7,6.0,19.0
3298,6.4,5.3,49.0
3299,2.0,5.1,126.4
3300,2.0,4.9,125.0
3301,2.0,4.7,94.0
3302,5.0,6.2,20.7
3303,1.0,4.0,127.0
3304,1.0,4.0,129.0
3305,1.0,4.0,101.0
3306,1.0,4.0,109.0
3307,1.0,4.0,127.0
3308,1.0,4.5,110.0
3309,1.0,4.5,57.0
3310,1.0,4.5,129.0
3311,1.0,4.5,101.0
3312,1.0,4.5,100.0
3313,1.0,4.5,78.0
3314,1.0,4.5,132.0
3315,1.0,4.5,94.0
3316,1.0,4.5,134.0
3317,1.0,4.5,146.0
3318,1.0,4.5,78.0
3319,1.0,4.5,123.0
3320,1.0,4.5,97.0
3321,1.0,4.5,82.0
3322,1.0,5.0,91.0
3323,1.0,5.0,55.0
3324,1.0,5.0,21.0
3325,1.0,4.3,34.0
3326,1.0,4.3,122.0
3327,1.0,4.3,133.0
3328,1.0,4.3,135.0
3329,1.0,4.3,75.0
3330,1.0,4.3,94.0
3331,1.0,4.3,136.0
3332,1.0,4.3,77.0
3333,1.0,4.3,133.0
3334,1.0,4.3,134.0
3335,1.0,4.3,135.0
3336,1.0,4.3,102.0
3337,1.0,4.3,130.0
3338,1.0,4.8,113.0
3339,1.0,4.8,97.0
3340,1.0,4.8,105.0
3341,1.0,4.1,109.0
3342,1.0,4.1,134.0
3343,1.0,4.1,102.0
3344,1.0,4.1,134.0
3345,1.0,4.1,117.0
3346,1.0,4.6,127.0
3347,1.0,4.6,127.0
3348,1.0,4.6,103.0
3349,1.0,4.6,122.0
3350,1.0,4.6,96.0
3351,1.0,4.6,81.0
3352,1.0,4.6,123.0
3353,1.0,4.6,49.0
3354,1.0,4.6,134.0
3355,1.0,5.1,36.0
3356,1.0,5.1,75.0
3357,1.0,5.1,38.0
3358,1.0,4.4,110.0
3359,1.0,4.4,99.0
3360,1.0,4.4,137.0
3361,1.0,4.4,71.0
3362,1.0,4.4,63.0
3363,1.0,4.4,104.0
3364,1.0,4.4,132.0
3365,1.0,4.4,134.0
3366,1.0,4.4,122.0
3367,1.0,4.4,128.0
3368,1.0,4.4,123.0
3369,1.0,4.4,83.0
3370,1.0,4.4,113.0
3371,1.0,4.9,76.0
3372,1.0,4.9,83.0
3373,1.0,4.9,105.0
3374,1.0,4.9,99.0
3375,1.0,4.9,116.0
3376,1.0,4.9,61.0
3377,1.0,4.2,68.0
3378,1.0,4.2,119.0
3379,1.0,4.2,73.0
3380,1.0,4.2,125.0
3381,1.0,4.2,122.0
3382,1.0,4.2,122.0
3383,1.0,4.2,134.0
3384,1.0,4.2,99.0
3385,1.0,4.7,39.0
3386,1.0,4.7,108.0
3387,1.0,4.7,109.0
3388,1.0,4.7,45.0
3389,1.0,4.7,100.0
3390,1.0,4.7,113.0
3391,1.0,4.7,80.0
3392,1.0,4.7,60.0
3393,1.0,4.7,69.0
3394,1.0,5.2,101.0
3395,1.0,5.2,68.0
3396,1.0,5.2,30.0
3397,4.3,4.5,122.0
3398,4.8,5.9,12.6
3399,4.8,6.7,17.0
3400,3.8,4.8,97.0
3401,3.8,5.3,54.0
3402,3.8,6.3,26.0
3403,3.8,5.7,28.0
3404,4.1,5.5,30.0
3405,4.6,4.5,121.0
3406,4.6,5.5,28.1
3407,4.6,6.6,18.0
3408,2.2,5.5,42.0
3409,2.2,5.5,12.0
3410,2.2,4.3,131.0
3411,2.2,5.3,28.0
3412,2.2,4.6,95.0
3413,2.2,4.7,73.0
3414,2.2,5.7,38.0
3415,2.7,5.0,75.0
3416,2.7,5.0,34.8
3417,2.7,5.3,35.0
3418,2.7,4.6,68.0
3419,2.7,5.1,43.0
3420,2.7,4.9,93.0
3421,3.1,4.8,104.0
3422,3.1,4.8,114.0
3423,3.1,4.6,138.0
3424,3.1,6.1,11.0
3425,5.7,5.2,26.0
3426,1.0,4.3,108.0
3427,1.0,4.6,65.0
3428,3.4,4.5,85.0
3429,3.4,4.6,54.0
3430,3.4,4.7,77.0
3431,4.3,4.6,72.2
3432,4.1,4.9,25.0
3433,2.2,4.7,82.0
3434,2.7,4.0,97.0
3435,0.0,4.5,79.0
3436,7.2,6.3,12.0
3437,2.0,4.5,76.0
3438,3.4,4.6,70.1
3439,2.7,4.5,86.0
3440,2.7,4.6,84.0
3441,2.7,4.6,52.0
3442,3.1,4.6,64.0
3443,4.0,4.5,113.0
3444,2.0,4.2,116.0
3445,2.0,4.7,116.0
3446,1.0,4.2,123.0
3447,4.3,4.5,106.0
3448,4.8,4.6,107.0
3449,4.8,4.4,48.0
3450,3.8,4.5,106.0
3451,3.8,4.6,107.7
3452,3.8,4.9,100.2
3453,4.1,4.5,102.0
3454,5.4,5.2,105.8
3455,3.1,4.6,112.0
3456,3.4,4.4,110.0
3457,3.4,4.7,104.0
3458,3.4,4.3,114.0
3459,2.0,5.0,122.0
3460,3.4,2.7,41.0
3461,5.0,3.04,89.0
3462,3.4,2.6,62.0
3463,3.8,2.5,64.0
3464,4.1,2.6,52.0
3465,4.1,2.5,105.0
3466,4.6,2.8,79.0
3467,2.0,2.96,60.0
3468,2.0,2.6,65.0
3469,2.0,3.17,117.0
3470,2.0,2.85,57.0
3471,2.0,3.02,66.0
3472,2.5,2.53,151.0
3473,3.0,2.64,43.0
3474,1.0,2.8,96.0
3475,1.0,2.76,79.0
3476,2.9,2.77,107.0
3477,3.4,4.4,32.0
3478,3.4,3.24,68.0
3479,3.4,3.17,72.0
3480,3.4,2.69,116.0
3481,3.4,2.57,154.0
3482,3.4,3.44,47.0
3483,3.4,2.68,57.0
3484,3.4,3.19,94.0
3485,3.4,3.58,67.0
3486,3.4,3.78,87.0
3487,4.8,2.67,74.0
3488,3.3,2.97,55.0
3489,3.3,2.81,66.0
3490,3.8,2.66,28.0
3491,3.8,2.88,48.0
3492,3.8,2.85,70.0
3493,3.8,2.79,70.0
3494,3.8,2.66,94.0
3495,4.1,3.62,93.0
3496,4.1,2.6,130.0
3497,2.2,2.75,54.0
3498,2.2,2.96,57.0
3499,2.2,2.69,98.0
3500,2.7,2.69,64.0
3501,3.2,2.52,46.0
3502,2.6,2.87,73.0
3503,3.1,3.29,60.0
3504,3.1,2.92,154.0
3505,3.1,2.7,47.0
3506,3.1,2.82,94.0
3507,3.1,2.54,94.0
3508,3.1,2.54,71.0
3509,3.1,3.07,115.0
3510,3.6,3.53,47.0
3511,2.0,2.6,56.0
3512,2.0,2.5,56.0
3513,2.0,2.6,58.0
3514,2.0,2.8,60.0
3515,2.0,2.9,60.0
3516,2.0,2.5,60.0
3517,2.0,2.7,62.0
3518,2.0,2.7,64.0
3519,2.0,2.6,64.0
3520,2.0,2.5,64.0
3521,2.0,2.5,112.0
3522,2.0,2.6,65.0
3523,2.0,2.6,43.0
3524,2.0,2.7,47.0
3525,2.0,2.6,59.0
3526,2.0,2.5,61.0
3527,2.0,2.7,63.0
3528,2.0,2.5,70.0
3529,2.0,2.5,82.0
3530,2.0,2.7,67.0
3531,2.0,2.5,67.0
3532,2.0,3.1,67.0
3533,2.0,2.8,67.0
3534,2.0,2.8,79.0
3535,2.0,2.8,83.0
3536,2.0,2.7,105.0
3537,2.5,3.1,58.0
3538,2.5,3.0,68.0
3539,2.5,3.1,49.0
3540,2.5,2.7,66.0
3541,2.5,3.4,36.0
3542,3.0,3.3,61.0
3543,3.5,2.9,69.0
3544,1.0,2.7,62.0
3545,1.0,2.5,65.0
3546,1.0,2.6,65.0
3547,1.0,2.6,85.0
3548,1.0,2.6,53.0
3549,1.0,2.6,61.0
3550,1.0,2.5,61.0
3551,3.4,3.3,48.0
3552,3.4,3.6,60.0
3553,3.4,2.9,88.0
3554,3.4,3.4,145.0
3555,3.4,3.4,65.0
3556,3.4,3.3,35.0
3557,3.4,3.2,67.0
3558,3.4,3.2,67.0
3559,3.4,3.1,99.0
3560,3.9,4.0,49.0
3561,4.8,4.0,35.0
3562,2.3,3.0,66.0
3563,3.8,4.0,65.0
3564,3.8,3.7,49.0
3565,3.8,3.4,51.0
3566,3.8,3.8,59.0
3567,4.1,3.4,46.0
3568,4.1,2.7,54.0
3569,4.1,2.6,60.0
3570,4.1,3.0,67.0
3571,4.6,3.4,46.0
3572,5.6,3.7,32.0
3573,2.2,3.4,31.0
3574,2.2,3.1,40.0
3575,2.2,3.1,42.0
3576,2.2,3.4,56.0
3577,2.2,2.8,56.0
3578,2.2,2.7,58.0
3579,2.2,2.7,62.0
3580,2.2,2.5,62.0
3581,2.2,2.6,62.0
3582,2.2,2.7,64.0
3583,2.2,2.5,64.0
3584,2.2,2.5,64.0
3585,2.2,3.4,64.0
3586,2.2,2.6,64.0
3587,2.2,2.6,68.0
3588,2.2,2.8,80.0
3589,2.2,3.0,65.0
3590,2.2,2.7,65.0
3591,2.2,3.2,125.0
3592,2.2,3.1,39.0
3593,2.2,2.5,49.0
3594,2.2,2.8,57.0
3595,2.2,2.9,61.0
3596,2.2,3.0,63.0
3597,2.2,2.8,63.0
3598,2.2,3.2,63.0
3599,2.2,2.7,63.0
3600,2.2,3.0,66.0
3601,2.2,3.2,66.0
3602,2.2,2.6,78.0
3603,2.2,2.5,67.0
3604,2.2,2.9,67.0
3605,2.2,3.0,67.0
3606,2.2,2.6,67.0
3607,2.2,3.0,79.0
3608,2.2,3.0,95.0
3609,2.2,3.4,64.0
3610,2.7,3.1,42.0
3611,2.7,2.9,48.0
3612,2.7,2.7,60.0
3613,2.7,3.1,65.0
3614,2.7,2.8,65.0
3615,2.7,3.4,65.0
3616,2.7,3.0,81.0
3617,2.7,3.0,37.0
3618,2.7,2.8,51.0
3619,2.7,2.7,59.0
3620,2.7,2.6,61.0
3621,2.7,2.9,63.0
3622,2.7,3.1,63.0
3623,2.7,2.8,66.0
3624,2.7,2.6,79.0
3625,3.2,3.1,64.0
3626,3.2,3.1,41.0
3627,2.1,2.9,50.0
3628,3.1,3.3,56.0
3629,3.1,3.3,62.0
3630,3.1,2.6,64.0
3631,3.1,3.0,64.0
3632,3.1,2.5,64.0
3633,3.1,3.6,64.0
3634,3.1,3.0,72.0
3635,3.1,3.1,80.0
3636,3.1,3.3,65.0
3637,3.1,2.7,65.0
3638,3.1,3.4,65.0
3639,3.1,2.6,65.0
3640,3.1,2.7,77.0
3641,3.1,3.8,45.0
3642,3.1,2.7,55.0
3643,3.1,3.5,59.0
3644,3.1,3.0,66.0
3645,3.1,2.5,70.0
3646,3.1,2.8,78.0
3647,3.1,2.7,82.0
3648,3.1,3.2,82.0
3649,3.6,4.0,64.0
3650,3.6,3.57,100.0
3651,3.6,2.9,63.0
3652,4.2,3.0,43.0
3653,2.0,2.6,168.0
3654,4.5,2.8,163.0
3655,3.4,2.6,165.0
3656,3.4,3.0,173.0
3657,3.9,3.3,123.0
3658,4.1,2.6,153.0
3659,4.1,2.5,97.0
3660,5.6,2.6,155.0
3661,5.2,2.8,164.0
3662,0.0,2.9,58.0
3663,2.0,2.9,34.0
3664,2.0,3.6,48.0
3665,2.0,2.5,50.0
3666,2.0,2.6,52.0
3667,2.0,3.0,54.0
3668,2.0,2.5,54.0
3669,2.0,3.3,54.0
3670,2.0,3.6,56.0
3671,2.0,2.6,60.0
3672,2.0,2.9,64.0
3673,2.0,3.1,64.0
3674,2.0,3.7,72.0
3675,2.0,2.5,80.0
3676,2.0,2.8,84.0
3677,2.0,2.9,84.0
3678,2.0,2.5,88.0
3679,2.0,2.6,88.0
3680,2.0,2.9,65.0
3681,2.0,2.8,37.0
3682,2.0,2.8,43.0
3683,2.0,2.9,45.0
3684,2.0,3.2,55.0
3685,2.0,3.2,55.0
3686,2.0,2.7,55.0
3687,2.0,2.7,61.0
3688,2.0,2.9,63.0
3689,2.0,2.9,70.0
3690,2.0,2.8,74.0
3691,2.0,2.7,86.0
3692,2.0,3.3,79.0
3693,2.0,2.7,87.0
3694,2.0,2.9,95.0
3695,2.0,3.5,83.0
3696,2.0,2.5,59.0
3697,2.0,3.2,78.0
3698,2.0,2.5,62.0
3699,2.0,2.6,56.0
3700,2.0,2.5,88.0
3701,2.5,4.4,63.0
3702,3.0,2.9,65.0
3703,3.0,2.7,45.0
3704,3.5,3.2,50.0
3705,3.5,3.2,41.0
3706,4.0,2.8,42.0
3707,4.5,3.8,62.0
3708,4.5,3.1,57.0
3709,4.5,3.5,57.0
3710,5.0,3.8,73.0
3711,5.0,4.6,57.0
3712,5.0,2.8,82.0
3713,5.0,2.8,67.0
3714,1.0,3.0,42.0
3715,1.0,3.2,48.0
3716,1.0,2.6,54.0
3717,1.0,3.2,56.0
3718,1.0,2.9,60.0
3719,1.0,2.7,64.0
3720,1.0,3.3,64.0
3721,1.0,2.7,68.0
3722,1.0,2.5,116.0
3723,1.0,3.2,69.0
3724,1.0,2.6,69.0
3725,1.0,3.4,69.0
3726,1.0,3.2,77.0
3727,1.0,2.5,93.0
3728,1.0,2.5,113.0
3729,1.0,2.7,47.0
3730,1.0,3.1,49.0
3731,1.0,2.7,55.0
3732,1.0,3.4,57.0
3733,1.0,2.6,61.0
3734,1.0,2.8,74.0
3735,1.0,3.5,94.0
3736,1.0,2.9,54.0
3737,1.0,3.1,63.0
3738,1.0,2.5,69.0
3739,1.0,2.5,57.0
3740,1.0,2.5,45.0
3741,1.0,2.7,24.0
3742,1.0,2.8,65.0
3743,2.9,3.4,55.0
3744,2.9,2.6,57.0
3745,2.9,2.9,63.0
3746,3.4,3.2,48.0
3747,3.4,4.3,58.0
3748,3.4,2.6,68.0
3749,3.4,4.0,68.0
3750,3.4,3.9,72.0
3751,3.4,3.1,65.0
3752,3.4,3.2,69.0
3753,3.4,2.8,77.0
3754,3.4,4.5,47.0
3755,3.4,2.9,47.0
3756,3.4,2.6,51.0
3757,3.4,3.5,70.0
3758,3.4,3.2,70.0
3759,3.4,3.5,78.0
3760,3.4,4.0,83.0
3761,3.4,2.5,61.0
3762,3.4,2.7,62.0
3763,3.4,2.6,64.0
3764,3.9,3.4,67.0
3765,4.3,2.9,42.0
3766,4.3,3.3,44.0
3767,4.3,3.4,44.0
3768,4.3,3.7,56.0
3769,4.3,3.3,58.0
3770,4.3,2.9,81.0
3771,4.3,2.8,49.0
3772,4.3,2.7,55.0
3773,4.3,2.9,57.0
3774,4.3,2.7,61.0
3775,4.3,2.6,70.0
3776,4.3,2.5,140.0
3777,4.3,3.5,67.0
3778,4.3,2.5,87.0
3779,4.3,2.7,78.0
3780,5.3,4.0,28.0
3781,5.8,4.7,48.0
3782,6.3,5.4,46.0
3783,7.8,5.2,40.0
3784,3.3,4.7,31.0
3785,3.3,4.0,53.0
3786,3.3,2.5,95.0
3787,3.3,3.3,66.0
3788,3.8,2.7,44.0
