,Intensidad,Magnitud,GAP
993,2.2,4.7,108.9
994,2.7,4.0,155.0
995,2.7,4.5,91.0
996,2.7,4.5,116.0
997,2.7,4.5,127.0
998,2.7,4.5,154.0
999,2.7,4.5,117.0
1000,2.7,5.0,92.0
1001,2.7,5.0,119.0
1002,2.7,5.0,106.0
1003,2.7,4.3,135.0
1004,2.7,4.3,151.0
1005,2.7,4.3,112.0
1006,2.7,4.3,156.0
1007,2.7,4.3,135.0
1008,2.7,4.3,127.0
1009,2.7,4.3,157.0
1010,2.7,4.8,112.5
1011,2.7,5.8,14.0
1012,2.7,4.1,154.0
1013,2.7,4.6,106.0
1014,2.7,4.6,119.0
1015,2.7,4.6,126.0
1016,2.7,4.6,119.0
1017,2.7,4.6,126.0
1018,2.7,4.6,128.0
1019,2.7,4.6,141.0
1020,2.7,4.6,113.0
1021,2.7,5.1,71.4
1022,2.7,5.6,28.0
1023,2.7,4.4,96.0
1024,2.7,4.4,84.0
1025,2.7,4.4,101.0
1026,2.7,4.4,127.0
1027,2.7,4.4,143.0
1028,2.7,4.4,156.0
1029,2.7,4.9,99.0
1030,2.7,5.4,42.0
1031,2.7,4.2,131.0
1032,2.7,4.2,140.0
1033,2.7,4.2,154.0
1034,2.7,4.2,158.0
1035,2.7,4.2,158.0
1036,2.7,4.2,167.0
1037,2.7,4.7,132.0
1038,2.7,4.7,116.0
1039,2.7,4.7,115.0
1040,2.7,4.7,122.0
1041,2.7,4.7,98.0
1042,2.7,6.2,12.0
1043,2.7,4.6,142.0
1044,5.4,5.0,84.0
1045,5.4,5.5,40.0
1046,5.4,5.5,40.0
1047,5.4,4.8,111.0
1048,5.4,5.8,14.2
1049,5.4,5.1,65.0
1050,5.4,6.9,21.1
1051,5.4,5.2,33.0
1052,5.4,5.2,36.7
1053,5.4,6.2,28.2
1054,3.1,4.5,126.0
1055,3.1,4.5,137.0
1056,3.1,4.5,124.0
1057,3.1,4.5,109.0
1058,3.1,4.5,118.0
1059,3.1,4.5,129.0
1060,3.1,4.5,120.0
1061,3.1,5.0,42.0
1062,3.1,5.0,85.0
1063,3.1,5.0,76.0
1064,3.1,5.0,92.3
1065,3.1,4.3,135.0
1066,3.1,4.8,108.0
1067,3.1,4.8,99.0
1068,3.1,4.8,110.0
1069,3.1,5.3,22.2
1070,3.1,3.8,139.0
1071,3.1,4.1,104.0
1072,3.1,4.6,139.0
1073,3.1,4.6,153.0
1074,3.1,4.6,136.0
1075,3.1,4.6,89.0
1076,3.1,4.6,101.0
1077,3.1,4.6,127.0
1078,3.1,4.6,110.2
1079,3.1,4.6,107.6
1080,3.1,5.1,87.0
1081,3.1,3.2,147.0
1082,3.1,4.4,144.0
1083,3.1,4.4,80.0
1084,3.1,4.4,116.0
1085,3.1,4.9,127.0
1086,3.1,4.9,114.0
1087,3.1,4.9,118.0
1088,3.1,4.9,101.5
1089,3.1,5.4,37.0
1090,3.1,3.1,177.0
1091,3.1,4.2,156.0
1092,3.1,4.2,117.0
1093,3.1,4.7,109.0
1094,3.1,4.7,127.0
1095,3.1,4.7,118.0
1096,3.1,4.7,140.0
1097,3.1,4.7,103.1
1098,3.1,5.2,48.0
1099,3.1,5.2,29.3
1100,3.1,5.7,29.0
1101,3.1,4.3,123.0
1102,3.1,4.4,134.0
1103,3.6,4.9,112.0
1104,3.6,4.7,95.8
1105,4.2,5.6,21.1
1106,2.8,4.6,77.2
1107,2.5,4.5,78.0
1108,6.0,5.1,95.6
1109,1.0,4.5,86.0
1110,1.0,4.1,135.0
1111,2.9,4.9,72.0
1112,3.9,4.4,107.0
1113,3.8,4.6,67.0
1114,4.1,4.6,46.0
1115,2.7,4.4,52.0
1116,3.1,4.3,96.0
1117,3.1,4.9,41.0
1118,4.5,4.4,73.0
1119,2.0,4.3,67.0
1120,1.0,4.0,55.0
1121,1.0,4.0,56.0
1122,1.0,4.0,45.0
1123,1.0,5.0,45.0
1124,1.0,4.1,51.0
1125,1.0,4.1,24.0
1126,1.0,4.6,23.0
1127,1.0,4.2,30.0
1128,3.4,4.8,61.0
1129,4.8,4.9,116.4
1130,4.6,4.6,28.0
1131,5.9,5.8,24.5
1132,6.0,4.2,122.5
1133,1.0,4.2,57.0
1134,3.4,4.5,108.4
1135,3.4,4.6,101.0
1136,5.3,4.6,118.0
1137,2.7,4.6,71.0
1138,3.1,4.6,66.0
1139,3.1,4.9,78.0
1140,3.1,4.2,45.0
1141,6.8,5.8,13.0
1142,1.0,4.3,116.0
1143,4.8,6.8,18.2
1144,4.1,4.3,93.0
1145,3.7,5.0,108.9
1146,3.0,5.3,39.1
1147,5.8,5.8,15.0
1148,6.3,6.3,34.0
1149,6.1,6.3,22.9
1150,6.1,6.3,30.4
1151,7.9,6.8,8.0
1152,8.1,6.8,20.2
1153,3.7,5.1,120.7
1154,6.3,5.6,34.6
1155,4.4,5.6,48.4
1156,6.1,6.6,9.5
1157,2.6,4.9,138.0
1158,2.8,4.9,132.8
1159,7.3,6.9,17.1
1160,7.3,5.7,11.0
1161,6.4,5.7,17.0
1162,4.0,6.2,37.0
1163,3.7,6.2,40.4
1164,5.8,6.7,24.9
1165,6.8,7.7,10.8
1166,2.0,4.5,174.0
1167,2.0,4.5,138.0
1168,2.0,5.0,41.0
1169,2.0,4.6,122.0
1170,2.0,4.6,154.0
1171,2.0,4.6,125.0
1172,2.0,5.1,102.6
1173,2.0,4.4,126.0
1174,2.0,4.9,139.0
1175,2.0,4.9,135.0
1176,2.0,4.9,76.6
1177,2.0,5.9,60.0
1178,2.0,4.7,115.0
1179,2.0,4.7,76.8
1180,2.0,5.2,100.0
1181,2.0,5.2,91.0
1182,2.0,4.3,128.0
1183,2.5,4.3,135.7
1184,2.5,4.3,124.1
1185,2.5,4.6,126.1
1186,2.5,4.4,164.0
1187,2.5,4.9,70.0
1188,2.5,5.9,54.0
1189,2.5,6.2,16.0
1190,5.0,6.7,10.9
1191,6.0,7.3,14.8
1192,1.0,4.0,140.0
1193,1.0,4.0,163.0
1194,1.0,4.0,117.0
1195,1.0,4.0,151.0
1196,1.0,4.0,175.0
1197,1.0,4.5,94.0
1198,1.0,4.5,62.0
1199,1.0,4.5,135.0
1200,1.0,4.5,135.0
1201,1.0,4.5,133.0
1202,1.0,4.5,135.0
1203,1.0,4.5,128.0
1204,1.0,4.5,143.0
1205,1.0,4.5,146.0
1206,1.0,4.5,123.0
1207,1.0,4.5,153.0
1208,1.0,4.5,133.0
1209,1.0,4.5,135.0
1210,1.0,4.5,141.0
1211,1.0,4.5,134.0
1212,1.0,4.5,141.0
1213,1.0,4.5,151.0
1214,1.0,4.5,155.0
1215,1.0,4.5,149.0
1216,1.0,4.5,133.0
1217,1.0,4.5,155.0
1218,1.0,4.5,156.1
1219,1.0,5.0,136.0
1220,1.0,5.0,67.0
1221,1.0,3.9,159.0
1222,1.0,4.3,130.0
1223,1.0,4.3,134.0
1224,1.0,4.3,99.0
1225,1.0,4.3,154.0
1226,1.0,4.3,136.0
1227,1.0,4.3,154.0
1228,1.0,4.3,146.0
1229,1.0,4.3,95.0
1230,1.0,4.3,143.0
1231,1.0,4.3,179.0
1232,1.0,4.3,180.0
1233,1.0,4.3,157.0
1234,1.0,4.3,150.0
1235,1.0,4.3,165.0
1236,1.0,4.3,154.0
1237,1.0,4.3,135.0
1238,1.0,4.3,156.0
1239,1.0,4.3,135.0
1240,1.0,4.3,135.0
1241,1.0,4.3,159.0
1242,1.0,4.3,172.0
1243,1.0,4.3,129.0
1244,1.0,4.3,142.0
1245,1.0,4.3,156.0
1246,1.0,4.8,86.0
1247,1.0,4.8,123.0
1248,1.0,4.8,117.0
1249,1.0,4.8,125.0
1250,1.0,4.8,131.0
1251,1.0,4.8,136.0
1252,1.0,4.8,108.0
1253,1.0,4.1,153.0
1254,1.0,4.1,174.0
1255,1.0,4.1,127.0
1256,1.0,4.1,135.0
1257,1.0,4.1,154.0
1258,1.0,4.1,159.0
1259,1.0,4.1,104.0
1260,1.0,4.1,167.0
1261,1.0,4.1,122.0
1262,1.0,4.1,156.0
1263,1.0,4.1,136.0
1264,1.0,4.1,167.0
1265,1.0,4.1,139.0
1266,1.0,4.1,157.0
1267,1.0,4.1,122.0
1268,1.0,4.1,152.0
1269,1.0,4.1,167.0
1270,1.0,4.1,177.0
1271,1.0,4.6,151.0
1272,1.0,4.6,172.0
1273,1.0,4.6,86.0
1274,1.0,4.6,143.0
1275,1.0,4.6,145.0
1276,1.0,4.6,123.0
1277,1.0,4.6,74.0
1278,1.0,4.6,130.0
1279,1.0,4.6,143.0
1280,1.0,4.6,94.0
1281,1.0,4.6,130.0
1282,1.0,4.6,133.0
1283,1.0,4.6,135.0
1284,1.0,4.6,97.0
1285,1.0,4.6,127.0
1286,1.0,4.6,99.0
1287,1.0,4.6,127.0
1288,1.0,4.6,113.0
1289,1.0,4.6,156.0
1290,1.0,4.6,150.0
1291,1.0,5.1,32.0
1292,1.0,4.4,137.0
1293,1.0,4.4,174.0
1294,1.0,4.4,134.0
1295,1.0,4.4,135.0
1296,1.0,4.4,135.0
1297,1.0,4.4,128.0
1298,1.0,4.4,156.0
1299,1.0,4.4,99.0
1300,1.0,4.4,98.0
1301,1.0,4.4,72.0
1302,1.0,4.4,134.0
1303,1.0,4.4,156.0
1304,1.0,4.4,144.0
1305,1.0,4.4,150.0
1306,1.0,4.4,130.0
1307,1.0,4.4,136.0
1308,1.0,4.4,180.0
1309,1.0,4.4,179.0
1310,1.0,4.4,156.0
1311,1.0,4.4,135.0
1312,1.0,4.4,124.0
1313,1.0,4.4,159.0
1314,1.0,4.4,105.0
1315,1.0,4.4,136.0
1316,1.0,4.4,170.0
1317,1.0,4.4,161.0
1318,1.0,4.4,134.0
1319,1.0,4.4,132.0
1320,1.0,4.9,52.0
1321,1.0,4.9,96.0
1322,1.0,4.9,136.0
1323,1.0,4.9,73.0
1324,1.0,4.9,62.0
1325,1.0,4.9,121.0
1326,1.0,4.9,133.0
1327,1.0,5.4,102.0
1328,1.0,4.2,158.0
1329,1.0,4.2,162.0
1330,1.0,4.2,155.0
1331,1.0,4.2,106.0
1332,1.0,4.2,158.0
1333,1.0,4.2,168.0
1334,1.0,4.2,172.0
1335,1.0,4.2,157.0
1336,1.0,4.2,136.0
1337,1.0,4.2,125.0
1338,1.0,4.2,163.0
1339,1.0,4.2,135.0
1340,1.0,4.2,161.0
1341,1.0,4.7,125.0
1342,1.0,4.7,105.0
1343,1.0,4.7,132.0
1344,1.0,4.7,136.0
1345,1.0,4.7,136.0
1346,1.0,4.7,130.0
1347,1.0,4.7,117.0
1348,1.0,4.7,135.0
1349,1.0,4.7,135.0
1350,1.0,4.7,93.0
1351,1.0,4.7,83.0
1352,1.0,4.7,94.0
1353,1.0,5.2,88.0
1354,1.0,5.2,136.0
1355,1.0,5.2,83.0
1356,2.9,4.8,130.9
1357,2.9,6.1,57.4
1358,2.9,4.4,143.0
1359,3.4,4.5,97.0
1360,3.4,5.0,72.0
1361,3.4,5.0,125.0
1362,3.4,5.0,76.4
1363,3.4,5.0,117.4
1364,3.4,6.0,50.0
1365,3.4,6.0,33.7
1366,3.4,4.8,134.0
1367,3.4,4.8,85.0
1368,3.4,6.3,75.0
1369,3.4,5.1,95.0
1370,3.4,5.6,77.5
1371,3.4,6.1,18.0
1372,3.4,4.4,106.0
1373,3.4,4.9,136.0
1374,3.4,4.9,122.1
1375,3.4,5.4,68.2
1376,3.4,5.9,71.0
1377,3.4,4.2,159.0
1378,3.4,4.7,94.0
1379,3.4,6.2,15.0
1380,3.9,5.0,51.0
1381,3.9,5.3,24.9
1382,4.3,6.0,65.6
1383,4.3,5.3,40.0
1384,4.3,5.1,103.0
1385,4.3,5.6,33.0
1386,4.3,5.6,38.2
1387,4.3,5.7,39.7
1388,4.8,5.6,101.0
1389,5.3,5.5,69.0
1390,5.3,5.5,40.0
1391,5.3,7.0,12.4
1392,5.3,5.1,86.0
1393,5.3,6.1,47.0
1394,5.3,6.1,34.1
1395,3.3,6.0,55.5
1396,3.3,4.3,176.0
1397,3.3,5.3,39.6
1398,3.3,5.6,36.4
1399,3.3,5.4,53.3
1400,3.8,6.0,52.5
1401,3.8,5.8,16.4
1402,3.8,4.9,131.0
1403,3.8,4.7,98.4
1404,3.8,5.2,74.0
1405,3.8,5.2,133.0
1406,3.8,5.2,76.0
1407,4.1,5.5,20.0
1408,4.1,5.5,73.0
1409,4.1,4.8,93.0
1410,4.1,4.8,123.0
1411,4.1,4.8,120.0
1412,4.1,5.4,75.6
1413,4.1,5.4,91.7
1414,4.1,5.2,49.0
1415,4.1,5.2,47.0
1416,4.1,5.2,49.1
1417,4.6,5.9,66.8
1418,2.2,4.5,83.0
1419,2.2,5.0,98.0
1420,2.2,5.0,98.0
1421,2.2,5.5,58.0
1422,2.2,6.0,36.0
1423,2.2,4.8,124.0
1424,2.2,5.3,134.0
1425,2.2,5.8,106.0
1426,2.2,4.6,122.0
1427,2.2,4.6,142.0
1428,2.2,4.4,142.0
1429,2.2,4.9,121.0
1430,2.2,4.9,136.0
1431,2.2,4.9,126.0
1432,2.2,4.9,80.0
1433,2.2,4.7,155.0
1434,2.7,4.5,117.0
1435,2.7,5.0,93.0
1436,2.7,5.0,117.8
1437,2.7,5.5,32.0
1438,2.7,6.0,44.0
1439,2.7,4.3,133.0
1440,2.7,4.3,165.0
1441,2.7,4.8,133.0
1442,2.7,4.8,136.0
1443,2.7,4.8,133.0
1444,2.7,4.8,121.4
1445,2.7,5.8,54.3
1446,2.7,4.6,123.0
1447,2.7,4.6,132.0
1448,2.7,4.6,142.0
1449,2.7,4.6,140.0
1450,2.7,4.6,131.0
1451,2.7,5.1,102.0
1452,2.7,4.4,116.0
1453,2.7,4.4,135.0
1454,2.7,4.4,62.0
1455,2.7,4.9,94.0
1456,2.7,4.9,134.0
1457,2.7,6.4,39.9
1458,2.7,4.7,134.0
1459,2.7,4.7,113.0
1460,2.7,4.7,86.8
1461,2.7,4.4,130.0
1462,5.4,6.3,14.3
1463,5.4,7.3,17.4
1464,5.4,6.1,19.8
1465,5.4,6.7,20.0
1466,3.1,4.5,77.0
1467,3.1,5.0,128.0
1468,3.1,5.0,99.0
1469,3.1,5.0,126.0
1470,3.1,4.8,125.0
1471,3.1,4.8,133.0
1472,3.1,4.8,97.8
1473,3.1,4.8,131.9
1474,3.1,5.8,19.0
1475,3.1,4.6,84.0
1476,3.1,4.6,134.0
1477,3.1,4.6,96.0
1478,3.1,5.1,24.0
1479,3.1,5.4,79.0
1480,3.1,5.4,36.0
1481,3.1,5.9,13.3
1482,3.6,4.8,140.0
1483,4.2,5.3,50.0
1484,4.2,4.9,88.3
1485,4.2,5.7,34.0
1486,3.8,4.8,36.0
1487,3.1,4.5,130.8
1488,3.1,4.4,124.0
1489,3.6,4.3,59.0
1490,3.6,4.8,83.0
1491,2.0,4.0,53.0
1492,1.0,4.1,56.0
1493,1.0,4.6,31.0
1494,4.3,4.4,58.0
1495,3.8,4.4,83.0
1496,3.1,3.4,163.0
1497,3.1,3.8,167.0
1498,3.6,3.4,132.0
1499,4.2,4.3,63.0
1500,4.2,4.4,158.0
1501,7.9,5.5,22.0
1502,3.4,3.7,143.0
1503,3.8,4.2,75.0
1504,4.1,3.9,140.0
1505,4.1,4.6,89.0
1506,2.7,2.7,176.0
1507,1.0,4.4,106.0
1508,2.9,3.2,163.0
1509,3.4,4.8,109.5
1510,3.3,4.4,121.0
1511,3.8,4.0,128.0
1512,4.1,5.0,45.7
1513,4.1,4.8,97.0
1514,2.7,4.1,147.0
1515,3.1,3.4,154.0
1516,3.1,4.6,132.0
1517,3.1,4.2,142.0
1518,4.2,5.5,27.4
1519,2.6,4.8,136.0
1520,3.7,5.3,91.5
1521,5.5,6.1,24.0
1522,3.2,4.2,104.7
1523,3.7,5.2,53.0
1524,2.0,5.0,117.0
1525,2.0,4.3,133.9
1526,2.0,4.6,97.0
1527,2.0,4.6,127.6
1528,2.0,5.2,56.0
1529,2.5,4.8,110.0
1530,2.5,4.8,134.0
1531,2.5,4.8,118.0
1532,2.5,4.6,135.0
1533,2.5,5.1,113.1
1534,6.0,5.4,19.0
1535,1.0,4.0,140.0
1536,1.0,4.0,134.0
1537,1.0,4.5,142.0
1538,1.0,4.5,134.0
1539,1.0,4.5,132.0
1540,1.0,4.3,134.0
1541,1.0,4.3,130.0
1542,1.0,4.3,58.0
1543,1.0,4.3,126.0
1544,1.0,4.3,130.0
1545,1.0,4.8,87.0
1546,1.0,4.1,126.0
1547,1.0,4.1,170.0
1548,1.0,4.1,167.0
1549,1.0,4.1,133.0
1550,1.0,4.1,133.0
1551,1.0,4.6,148.0
1552,1.0,4.6,86.0
1553,1.0,4.6,149.0
1554,1.0,4.4,116.0
1555,1.0,4.4,134.0
1556,1.0,4.4,132.0
1557,1.0,4.4,138.0
1558,1.0,4.4,107.0
1559,1.0,4.4,134.0
1560,1.0,4.2,160.0
1561,1.0,4.2,130.0
1562,1.0,4.2,157.0
1563,2.9,4.7,121.0
1564,3.4,4.4,61.0
1565,3.4,4.7,133.0
1566,3.4,5.2,29.0
1567,3.4,5.7,108.0
1568,3.4,5.9,30.0
1569,4.8,5.3,27.8
1570,5.3,6.3,33.0
1571,5.3,6.3,51.0
1572,5.3,5.9,16.2
1573,3.3,5.4,90.0
1574,3.3,4.7,116.0
1575,3.8,5.8,77.6
1576,3.8,5.2,78.0
1577,4.1,4.6,90.0
1578,4.1,4.7,96.0
1579,4.6,4.6,117.0
1580,4.6,5.1,41.0
1581,5.6,5.5,15.0
1582,2.2,4.5,124.0
1583,2.2,4.1,145.0
1584,2.2,4.4,142.0
1585,2.2,4.7,107.0
1586,2.7,4.0,137.0
1587,2.7,4.5,133.0
1588,2.7,4.5,163.0
1589,2.7,4.8,111.0
1590,2.7,4.8,129.0
1591,2.7,4.8,123.0
1592,2.7,4.6,129.0
1593,2.7,4.6,115.0
1594,2.7,4.9,132.0
1595,2.7,4.9,119.5
1596,2.7,4.2,141.0
1597,2.7,4.7,133.8
1598,5.4,5.5,90.0
1599,3.1,4.5,127.0
1600,3.1,4.5,144.0
1601,3.1,4.3,131.0
1602,3.1,4.3,134.0
1603,3.1,4.6,140.0
1604,3.1,4.6,134.0
1605,3.1,4.9,124.1
1606,3.1,4.2,147.0
1607,3.1,4.7,80.0
1608,3.1,5.2,39.0
1609,3.1,5.7,55.5
1610,3.6,4.8,141.0
1611,4.2,4.5,83.0
1612,2.4,4.5,130.0
1613,3.7,4.5,114.3
1614,8.1,6.0,43.0
1615,4.0,6.0,29.7
1616,7.3,7.0,35.0
1617,2.8,4.8,124.0
1618,7.2,5.3,115.0
1619,5.8,5.3,48.9
1620,9.1,9.1,9.5
1621,9.1,7.1,11.0
1622,7.8,7.1,17.7
1623,0.0,4.4,117.0
1624,6.1,4.4,135.0
1625,3.5,6.4,18.2
1626,3.5,4.7,124.0
1627,5.5,5.2,48.3
1628,2.0,4.5,135.0
1629,2.0,5.5,28.0
1630,2.0,4.8,163.0
1631,2.0,4.8,119.2
1632,2.0,4.6,126.0
1633,2.0,4.6,156.0
1634,2.0,4.6,135.0
1635,2.0,4.6,121.9
1636,2.0,4.4,133.0
1637,2.0,4.9,73.0
1638,5.0,5.5,21.0
1639,5.0,5.5,23.8
1640,5.0,6.2,32.0
1641,6.0,7.1,10.0
1642,1.0,4.0,155.0
1643,1.0,4.5,137.0
1644,1.0,4.5,143.0
1645,1.0,4.5,99.0
1646,1.0,4.5,151.0
1647,1.0,4.5,135.0
1648,1.0,4.5,135.0
1649,1.0,4.5,129.0
1650,1.0,4.5,147.0
1651,1.0,4.5,93.0
1652,1.0,4.5,150.0
1653,1.0,4.5,118.0
1654,1.0,4.5,137.0
1655,1.0,4.5,120.0
1656,1.0,4.5,118.0
1657,1.0,5.0,149.0
1658,1.0,4.3,137.0
1659,1.0,4.3,108.0
1660,1.0,4.3,135.0
1661,1.0,4.3,130.0
1662,1.0,4.8,130.0
1663,1.0,4.8,76.0
1664,1.0,5.3,84.0
1665,1.0,4.1,179.0
1666,1.0,4.1,112.0
1667,1.0,4.1,155.0
1668,1.0,4.1,134.0
1669,1.0,4.1,158.0
1670,1.0,4.1,136.0
1671,1.0,4.6,134.0
1672,1.0,4.6,65.0
1673,1.0,4.6,130.0
1674,1.0,4.6,122.0
1675,1.0,4.6,127.0
1676,1.0,4.6,79.0
1677,1.0,4.6,92.0
1678,1.0,4.6,141.0
1679,1.0,4.6,135.0
1680,1.0,4.6,96.0
1681,1.0,4.4,144.0
1682,1.0,4.4,130.0
1683,1.0,4.4,135.0
1684,1.0,4.4,156.0
1685,1.0,4.4,136.0
1686,1.0,4.9,104.0
1687,1.0,4.9,136.0
1688,1.0,5.4,25.0
1689,1.0,4.2,123.0
1690,1.0,4.2,137.0
1691,1.0,4.2,148.0
1692,1.0,4.2,135.0
1693,1.0,4.7,130.0
1694,2.9,5.1,56.0
1695,2.9,4.7,116.0
1696,3.4,5.0,94.0
1697,3.4,5.0,87.0
1698,3.4,5.0,49.1
1699,3.4,4.8,88.0
1700,3.4,4.6,51.0
1701,3.4,4.6,121.2
1702,3.4,5.6,41.0
1703,3.4,4.4,129.0
1704,3.4,4.9,130.1
1705,3.4,5.9,41.0
1706,3.4,5.2,71.0
1707,4.3,4.9,122.0
1708,4.3,4.7,114.5
1709,4.8,5.0,63.0
1710,4.8,5.3,24.0
1711,4.8,5.3,21.2
1712,4.8,5.6,51.5
1713,4.8,4.4,136.0
1714,4.8,6.2,20.4
1715,5.3,7.0,18.2
1716,3.3,6.1,12.5
1717,3.3,4.9,54.5
1718,3.8,4.5,123.0
1719,3.8,4.5,120.2
1720,3.8,5.0,74.0
1721,3.8,5.5,19.7
1722,3.8,4.8,122.0
1723,3.8,4.8,99.0
1724,3.8,4.8,48.8
1725,3.8,5.1,48.5
1726,3.8,4.4,121.8
1727,3.8,4.7,110.0
1728,4.1,4.8,125.0
1729,4.1,4.8,76.0
1730,4.1,4.9,120.0
1731,4.1,4.7,121.0
1732,4.1,5.7,62.0
1733,4.1,5.7,17.5
1734,4.6,5.0,106.4
1735,4.6,5.1,52.0
1736,4.6,4.2,176.0
1737,4.6,5.2,150.0
1738,5.6,5.9,21.0
1739,2.2,4.6,98.0
1740,2.2,4.6,134.0
1741,2.2,4.6,148.0
1742,2.2,4.4,171.0
1743,2.2,4.4,123.0
1744,2.2,4.9,117.0
1745,2.2,5.2,48.8
1746,2.7,4.5,105.0
1747,2.7,4.5,150.0
1748,2.7,4.6,115.0
1749,2.7,4.6,113.0
1750,2.7,4.6,116.0
1751,2.7,4.6,98.0
1752,2.7,5.1,18.0
1753,2.7,5.1,64.5
1754,2.7,4.4,133.0
1755,2.7,4.4,114.0
1756,2.7,4.9,68.5
1757,2.7,4.7,120.0
1758,2.7,4.7,129.8
1759,5.4,5.8,18.0
1760,5.4,5.6,40.0
1761,5.4,6.1,22.0
1762,3.1,4.5,120.0
1763,3.1,4.5,107.3
1764,3.1,5.0,89.9
1765,3.1,4.8,122.0
1766,3.1,4.6,66.0
1767,3.1,5.1,108.0
1768,3.1,5.1,16.0
1769,3.1,5.6,35.2
1770,3.1,6.1,47.4
1771,3.1,4.4,135.0
1772,3.1,4.9,92.0
1773,3.1,4.9,72.8
1774,3.1,4.9,48.7
1775,3.1,4.7,113.0
1776,3.1,4.7,121.5
1777,3.6,5.1,75.0
1778,3.6,4.9,114.0
1779,4.2,4.5,136.0
1780,4.2,5.2,47.1
1781,6.2,5.0,95.9
1782,5.9,5.1,100.0
1783,5.5,4.9,99.0
1784,6.9,5.2,51.0
1785,8.5,6.2,19.0
1786,2.0,4.4,94.0
1787,1.0,4.5,42.0
1788,1.0,4.5,53.0
1789,1.0,4.3,53.0
1790,1.0,4.6,123.0
1791,1.0,4.6,47.0
1792,1.0,4.6,53.0
1793,1.0,4.6,103.0
1794,1.0,4.2,79.0
1795,1.0,4.2,51.0
1796,1.0,4.2,73.0
1797,3.4,4.6,39.0
1798,3.4,5.2,70.0
1799,3.9,4.8,96.7
1800,4.3,4.6,44.0
1801,4.3,5.1,91.0
1802,3.8,5.1,49.0
1803,4.1,4.7,107.0
1804,4.6,5.1,119.0
1805,2.2,5.3,68.3
1806,2.7,4.6,73.0
1807,2.7,4.4,89.0
1808,2.7,4.2,43.0
1809,3.1,4.8,60.0
1810,3.4,5.2,54.4
1811,2.8,3.7,147.0
1812,2.0,3.8,132.0
1813,2.5,4.4,88.0
1814,4.1,4.7,97.0
1815,4.2,4.1,93.0
1816,2.4,4.0,137.0
1817,3.0,4.5,154.0
1818,3.0,4.5,127.0
1819,5.2,4.5,118.0
1820,4.0,5.0,74.0
1821,6.4,5.5,32.0
1822,6.3,4.8,68.0
1823,4.5,4.8,108.0
1824,6.5,5.3,47.0
1825,4.0,4.6,124.0
1826,6.1,4.6,108.0
1827,6.2,5.1,50.0
1828,6.7,5.6,41.0
1829,4.0,4.4,145.0
1830,2.8,4.4,137.0
1831,5.7,5.4,26.4
1832,7.5,5.9,33.0
1833,7.6,7.9,48.4
1834,3.0,4.2,137.0
1835,5.5,4.7,89.0
1836,4.7,4.7,61.4
1837,6.1,5.2,44.0
1838,6.2,5.2,63.0
1839,5.5,5.2,44.0
1840,6.5,5.7,20.0
1841,2.0,4.3,130.0
1842,2.0,4.6,145.0
1843,2.0,4.6,136.0
1844,2.0,4.4,158.0
1845,2.0,4.4,129.0
1846,5.0,4.5,92.0
1847,5.0,5.0,90.0
1848,5.0,5.0,51.0
1849,5.0,5.0,81.0
1850,5.0,5.0,108.0
1851,5.0,5.0,92.6
1852,5.0,5.5,42.1
1853,5.0,4.4,116.0
1854,5.0,5.4,17.0
1855,5.0,4.7,112.0
1856,5.0,5.2,64.1
1857,6.0,5.5,86.0
1858,6.0,4.8,55.0
1859,6.0,4.7,97.0
1860,1.0,4.5,116.0
1861,1.0,4.5,145.0
1862,1.0,4.5,117.0
1863,1.0,4.5,155.0
1864,1.0,4.5,150.0
1865,1.0,3.9,123.0
1866,1.0,4.3,151.0
1867,1.0,4.3,118.0
1868,1.0,4.3,113.0
1869,1.0,4.3,83.0
1870,1.0,4.3,165.0
1871,1.0,4.3,145.0
1872,1.0,4.3,120.0
1873,1.0,4.3,155.0
1874,1.0,4.3,130.0
1875,1.0,4.3,128.0
1876,1.0,4.1,171.0
1877,1.0,4.6,164.0
1878,1.0,4.6,135.0
1879,1.0,4.4,128.0
1880,1.0,4.4,126.0
1881,1.0,4.4,145.0
1882,1.0,4.4,124.0
1883,1.0,4.4,117.0
1884,1.0,4.4,143.0
1885,1.0,4.4,117.0
1886,1.0,4.4,173.0
1887,1.0,4.4,129.0
1888,1.0,4.4,134.0
1889,1.0,4.4,155.0
1890,1.0,4.2,135.0
1891,1.0,4.2,128.0
1892,1.0,4.2,125.0
1893,1.0,4.2,165.0
1894,1.0,4.2,143.0
1895,1.0,4.7,123.0
1896,1.0,4.7,90.0
1897,2.9,4.5,148.0
1898,2.9,4.3,151.0
1899,2.9,4.8,133.0
1900,2.9,4.8,62.4
1901,2.9,3.8,147.0
1902,2.9,4.6,120.2
1903,2.9,4.2,154.0
1904,3.4,4.5,135.0
1905,3.4,4.5,126.0
1906,3.4,4.3,115.0
1907,3.4,4.8,108.0
1908,3.4,4.8,125.0
1909,3.4,4.8,84.0
1910,3.4,4.1,152.0
1911,3.4,4.6,78.0
1912,3.4,4.6,120.0
1913,3.4,4.6,132.0
1914,3.4,4.6,108.6
1915,3.4,4.6,86.4
1916,3.4,3.7,163.0
1917,3.4,4.4,133.0
1918,3.4,4.4,153.0
1919,3.4,4.4,139.0
1920,3.4,4.4,127.7
1921,3.4,4.9,121.0
1922,3.4,4.9,41.7
1923,3.4,4.2,71.7
1924,3.4,4.7,122.0
